Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1204369","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","1 Apr 2013","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","","Wolterding, M.","1978","","North Pacific Ocean","Gulf of Fonseca","","El Salvador","","","","","","","","","","","","","","","","","","","356847","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/3df455510-96a7-49ad-bed0-579e58520431"
"USNM 1205382","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","16 Apr 2013","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","North, W.; Scotten, H.","23 Oct 1957","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","Los Angeles Bay","","","","","","","","","3 to 21","","","","","","213947","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/3f86fdeb2-f332-4468-8544-4f7ca236523c"
"USNM 1205386","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","16 Apr 2013","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","","Fitch, J. E.; Berry, S. S.","1 Apr 1958 to 2 Apr 1958","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","1 mile north of Puertecitos, on gulf side of peninsula","","","","","","","","","3 to 5","","","One specimen heavily overgrown at base and beginning of all branches by encrusting bryozoans.","","","229026","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/3e8a5c24d-8278-4e45-b880-58c0c7249682"
"USNM 1211252","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Muzik, Katherine M., (UNITED STATES)","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Rainey, W. E.","12 Dec 1976","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","on beach at Desemboque del Rio San Ignacio","","","","","","","","","","","","","","","327322","","","","","","","","","10 May 2016 17:33:00","http://n2t.net/ark:/65665/37244f067-d0a8-4367-915c-4852e6c49dc8"
"USNM 1220314","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.","9 Jul 1957 to 11 Jul 1957","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","San Luis Gonzaga Bay","","","","","","","","","2 to 9","below low tides","","","","","213947","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3f77f53d8-9e0c-482e-aff0-91fcc5ff0390"
"USNM 1220316","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","North, W.; Scotten, H.","23 Oct 1957","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","Los Angeles Bay","","","","","","","","","3 to 21","","","","","","213947","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3e318f447-1a62-4448-b81e-3b874ddd771d"
"USNM 1220317","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","","Limbaugh, C.","9 Jul 1957 to 11 Jul 1957","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","San Luis Gonzaga Bay","","","","","","","","","2 to 9","below low tides","","","","","213947","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/34ba77212-79cb-4b8c-b01d-725a7792ed49"
"USNM 1229832","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","12 Mar 1982","Dredge","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","Bahia de los Angeles, north end of Isla Smith","","","","","","","","","4","","","","","collector number : V-100","","","","","","","","","","21 Nov 2013 20:04:00","http://n2t.net/ark:/65665/3b8511749-ce9b-4d9f-ba1a-5d2f23717927"
"USNM 1231288","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Wolterding, M.","10 May 1978","","North Pacific Ocean","","","El Salvador","","","","Maculis","","","","","","","","","","","","Left on beach by lobster fisherman at ""Maculis"" El Salvador","","","332140","","","","","","","","","20 Dec 2013 16:34:00","http://n2t.net/ark:/65665/34ece64e0-38b2-4d61-84ca-1fd37c690f25"
"USNM 1231612","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Wolterding, M.","20 May 1978","","North Pacific Ocean","","","El Salvador","","","","Punta Amapala","","","","","","","","","2","","","Found on rocks and stones ""These gorgonians were collected at the same location. The other bag are those which were collected from fishing boats. They come from within ten miles of El Tamarindo but I do not know their exact locations. The specimens in alcohol of that group were taken from the bottom of the boats as the dry specimens were already dry when found.""","","","","","","","","","","","","20 Dec 2013 16:34:00","http://n2t.net/ark:/65665/3bca37265-ae4e-471d-b037-2fdae8e49bd8"
"USNM 1232176","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Farmer, Wes","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Barham, E. G.","26 Nov 1966","","North Pacific Ocean","Gulf of California","San Carlos Bay","Mexico","Sonora","","","","","","","","","","","","","","","","20-C","","","","","","","","","","","20 Dec 2013 16:34:00","http://n2t.net/ark:/65665/3eea3e910-3f05-40d8-976a-9485ff0db06e"
"USNM 1236582","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Lophogorgia alba Duchassaing & Michelotti, 1864","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","#4","Ciereszko, L. S.","","","North Pacific Ocean","Gulf of Panama","","Panama","","","","Panama Bay, Taboga Island",8.78,-79.55,"","","","","","","","","","","","","319522","","","","","","","","","06 Mar 2019 16:50:00","http://n2t.net/ark:/65665/36b53a7b2-6a26-420e-8ece-37dcb9e89c69"
"USNM 1236583","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Lophogorgia alba Duchassaing & Michelotti, 1864","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","#3","Ciereszko, L. S.","","","North Pacific Ocean","Gulf of Panama","","Panama","","","","Panama Bay, Taboga Island",8.78,-79.55,"","","","","","","","","","","","","319522","","","","","","","","","06 Mar 2019 16:50:00","http://n2t.net/ark:/65665/3cf03a566-5c6a-432b-9b6f-5c6faecaa9ae"
"USNM 1236838","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",7,"","Dry","","Smith, R. J.","Mar 1961 (III 1961)","","North Pacific Ocean","","","Mexico","Baja California","","","about 1 mi. north of Puertocitos","","","","","","","","","3","","","","","","","","","","","","","","","01 Jul 2014 15:29:00","http://n2t.net/ark:/65665/303d80b77-3168-4f24-9da3-b76ed8948934"
"USNM 1248328","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","20 Jun 2022","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","69082","Burch","12 Jul 1969 (07/12/69)","Dredge - # 5","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Adair Bay",31.3967,-113.74,"","","Janthina V R/V","","","","9","","","","","","300062","","","","","","","","","20 Jun 2022 15:59:00","http://n2t.net/ark:/65665/3819dbdb3-a82e-4c02-8a11-b48aa98426c7"
"USNM 1248379","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","Acc. 259","Burch","8 Aug 1969","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Choya Bay, just off Pelican Point","","","","","","","","","8 to 9","","","white","","collector number : A113-32","300062","","","","","","","","","14 Jul 2014 15:18:00","http://n2t.net/ark:/65665/3640bc24d-0667-46c4-a209-5aea319c5794"
"USNM 1248391","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","Acc. 259","Morris & son, R.","8 Aug 1969 (8-viii-69)","Dive","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Choya Bay, Pelican Point",31.345,-43.6467,"","","","","","","10","","","","","","300062","","","","","","","","","08 Oct 2014 17:15:00","http://n2t.net/ark:/65665/37d8eafcc-8c0d-434f-989e-b812c571dff2"
"USNM 1248658","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","1366","","31 Dec 1963 (12/31/63)","","North Atlantic Ocean","Caribbean Sea","","Honduras","","","","Camaron","","","","","","","","","","","","","","","","","","","","","","","","18 Jun 2014 19:42:00","http://n2t.net/ark:/65665/3289697bf-658c-4c8e-a62a-825e2ac2550e"
"USNM 1574857","Specimen/Lot","Leptogorgia alba (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","12 Jul 2019","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Smith, R. J.","Mar 1961 (III 1961)","","North Pacific Ocean","","","Mexico","Baja California","","","about 1 mi. north of Puertocitos","","","","","","","","","3","","","","","","","","","","","","","","","12 Jul 2019 20:44:00","http://n2t.net/ark:/65665/3c38d44d4-2205-4014-a6a7-3c85d07514b5"
"USNM 1124467","Specimen/Lot","Leptogorgia alba ? (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Birkeland, Charles E., University of Hawaii, Manoa (UNITED STATES)","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",5,"","Dry","3 and 4","","1 Mar 1972","","North Pacific Ocean","","","Colombia","","","","Malpelo Island","","","","","","","","","","","","","","","296348","","","","","","","","","28 Sep 2015 13:15:00","http://n2t.net/ark:/65665/3a00054e0-f5c8-44ca-ad17-57c7cccbe8de"
"USNM 1197851","Specimen/Lot","Leptogorgia alba ? (Duchassaing & Michelotti, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Birkeland, Charles E.","","Leptogorgia alba (Duchassaing & Michelotti, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","5, 6 and 7","","2 Mar 1972","","North Pacific Ocean","","","Colombia","","","","Malpelo Island","","","","","","","","","","","","","","","296348","","","","","","","","","21 Jun 2013 18:44:00","http://n2t.net/ark:/65665/3aa4cc87c-f07d-47a5-a112-3aacc1cd2e18"
"USNM 82912","Specimen/Lot","Leptogorgia albipunctata Stiasny, 1936","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia albipunctata Stiasny, 1936 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","115","","","","North Atlantic Ocean","","","Mauritania","","","","Cap Blanc","","","","","Meteor R/V","36","","","40","","","","","","379374","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/3af5048bf-0342-4b69-a19b-c82b3eb77fdc"
"USNM 86988","Specimen/Lot","Leptogorgia barbadensis (Bayer, 1961)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia barbadensis (Bayer, 1961) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA",1,"","Dry","55","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","12 Dec 1984","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, East Of",24.6028,-82.6994,"","SOFLA","Suncoaster R/V","V","","","27","","","Fragment sampled for DNA by Peter Etnoyer. Returned in March 2023","5/V-55-TDS","","345592","","","","","","","","","22 Mar 2023 12:46:00","http://n2t.net/ark:/65665/392324481-cf12-4047-8d06-91366b04c7b2"
"USNM 1002241","Specimen/Lot","Leptogorgia barnardi Stiasny, 1940","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Stiasny, G.","","Leptogorgia barnardi Stiasny, 1940 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Holotype","","Schizotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","DRY","","","","","Indian Ocean","","","South Africa","Natal","","","Cape Morgan","","","","","","","","","93","","","","","Original Number : 784","322031","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3ab14f6e5-d848-4a15-9c2b-d2eb88b97779"
"USNM 100246","Specimen/Lot","Leptogorgia capensis (Hickson, 1900)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","24 Mar 1959","Leptogorgia capensis (Hickson, 1900) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","SCD 53H","University of Cape Town","20 Aug 1958","","Indian Ocean","","","South Africa","Western Cape","","","Cape Town","","","","University of Cape Town Ecological Survey","","","","","","","","","","","223961","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3b29c91a8-74b1-4865-a64b-22d3b4e9aa62"
