,id,type,DEG_tp2_tp4,GO_BP
21188,FUN_033764,gene,no,nitric oxide-cGMP-mediated signaling pathway [GO:0038060]
21189,FUN_033764,gene,no,response to hypoxia [GO:0001666]
21190,FUN_033764,gene,no,response to oxygen levels [GO:0070482]
21191,FUN_033764,gene,no,response to reactive oxygen species [GO:0000302]
21192,FUN_033775,gene,no,developmental pigmentation [GO:0048066]
21193,FUN_033775,gene,no,embryonic hemopoiesis [GO:0035162]
21194,FUN_033775,gene,no,erythrocyte differentiation [GO:0030218]
21195,FUN_033775,gene,no,fin development [GO:0033333]
21196,FUN_033775,gene,no,macrophage chemotaxis [GO:0048246]
21197,FUN_033775,gene,no,macrophage migration [GO:1905517]
21198,FUN_033775,gene,no,neutrophil chemotaxis [GO:0030593]
21199,FUN_033775,gene,no,neutrophil migration [GO:1990266]
21200,FUN_033775,gene,no,post-embryonic hemopoiesis [GO:0035166]
21201,FUN_033775,gene,no,primitive hemopoiesis [GO:0060215]
21202,FUN_033775,gene,no,protein ubiquitination [GO:0016567]
21203,FUN_033775,gene,no,regulation of transcription elongation by RNA polymerase II [GO:0034243]
21204,FUN_033834,gene,no,
21205,FUN_033854,gene,no,canonical Wnt signaling pathway [GO:0060070]
21206,FUN_033854,gene,no,canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]
21207,FUN_033854,gene,no,canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]
21208,FUN_033854,gene,no,cell-cell adhesion [GO:0098609]
21209,FUN_033854,gene,no,cellular response to cholesterol [GO:0071397]
21210,FUN_033854,gene,no,chemical synaptic transmission [GO:0007268]
21211,FUN_033854,gene,no,dopaminergic neuron differentiation [GO:0071542]
21212,FUN_033854,gene,no,midbrain dopaminergic neuron differentiation [GO:1904948]
21213,FUN_033854,gene,no,negative regulation of protein kinase activity [GO:0006469]
21214,FUN_033854,gene,no,negative regulation of protein phosphorylation [GO:0001933]
21215,FUN_033854,gene,no,negative regulation of protein serine/threonine kinase activity [GO:0071901]
21216,FUN_033854,gene,no,negative regulation of smooth muscle cell apoptotic process [GO:0034392]
21217,FUN_033854,gene,no,neural crest cell differentiation [GO:0014033]
21218,FUN_033854,gene,no,neural crest formation [GO:0014029]
21219,FUN_033854,gene,no,positive regulation of cell cycle [GO:0045787]
21220,FUN_033854,gene,no,positive regulation of cytosolic calcium ion concentration [GO:0007204]
21221,FUN_033854,gene,no,positive regulation of DNA-binding transcription factor activity [GO:0051091]
21222,FUN_033854,gene,no,positive regulation of DNA-templated transcription [GO:0045893]
21223,FUN_033854,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
21224,FUN_033854,gene,no,protein localization to plasma membrane [GO:0072659]
21225,FUN_033854,gene,no,receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]
21226,FUN_033854,gene,no,response to peptide hormone [GO:0043434]
21227,FUN_033854,gene,no,Wnt signaling pathway [GO:0016055]
21228,FUN_033854,gene,no,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]
21229,FUN_033854,gene,no,Wnt signaling pathway involved in somitogenesis [GO:0090244]
21230,FUN_033855,gene,no,canonical Wnt signaling pathway [GO:0060070]
21231,FUN_033855,gene,no,canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]
21232,FUN_033855,gene,no,canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]
21233,FUN_033855,gene,no,cell-cell adhesion [GO:0098609]
21234,FUN_033855,gene,no,cellular response to cholesterol [GO:0071397]
21235,FUN_033855,gene,no,chemical synaptic transmission [GO:0007268]
21236,FUN_033855,gene,no,dopaminergic neuron differentiation [GO:0071542]
21237,FUN_033855,gene,no,midbrain dopaminergic neuron differentiation [GO:1904948]
21238,FUN_033855,gene,no,negative regulation of protein kinase activity [GO:0006469]
21239,FUN_033855,gene,no,negative regulation of protein phosphorylation [GO:0001933]
21240,FUN_033855,gene,no,negative regulation of protein serine/threonine kinase activity [GO:0071901]
21241,FUN_033855,gene,no,negative regulation of smooth muscle cell apoptotic process [GO:0034392]
21242,FUN_033855,gene,no,neural crest cell differentiation [GO:0014033]
21243,FUN_033855,gene,no,neural crest formation [GO:0014029]
21244,FUN_033855,gene,no,positive regulation of cell cycle [GO:0045787]
21245,FUN_033855,gene,no,positive regulation of cytosolic calcium ion concentration [GO:0007204]
21246,FUN_033855,gene,no,positive regulation of DNA-binding transcription factor activity [GO:0051091]
21247,FUN_033855,gene,no,positive regulation of DNA-templated transcription [GO:0045893]
21248,FUN_033855,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
21249,FUN_033855,gene,no,protein localization to plasma membrane [GO:0072659]
21250,FUN_033855,gene,no,receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]
21251,FUN_033855,gene,no,response to peptide hormone [GO:0043434]
21252,FUN_033855,gene,no,Wnt signaling pathway [GO:0016055]
21253,FUN_033855,gene,no,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]
21254,FUN_033855,gene,no,Wnt signaling pathway involved in somitogenesis [GO:0090244]
21255,FUN_033882,gene,no,neuronal action potential [GO:0019228]
21256,FUN_033882,gene,no,optic nerve structural organization [GO:0021633]
21257,FUN_033882,gene,no,potassium ion transmembrane transport [GO:0071805]
21258,FUN_033882,gene,no,protein homooligomerization [GO:0051260]
21259,FUN_033882,gene,no,regulation of circadian sleep/wake cycle, non-REM sleep [GO:0045188]
21260,FUN_033882,gene,no,regulation of dopamine secretion [GO:0014059]
21261,FUN_033882,gene,no,regulation of ion transmembrane transport [GO:0034765]
21262,FUN_033882,gene,no,sensory perception of pain [GO:0019233]
21263,FUN_033942,gene,no,antigen transcytosis by M cells in mucosal-associated lymphoid tissue [GO:0002412]
21264,FUN_033942,gene,no,innate immune response [GO:0045087]
21265,FUN_033942,gene,no,neutrophil migration [GO:1990266]
21266,FUN_034082,gene,no,activation of NF-kappaB-inducing kinase activity [GO:0007250]
21267,FUN_034082,gene,no,protein K63-linked ubiquitination [GO:0070534]
21268,FUN_034082,gene,no,regulation of apoptotic process [GO:0042981]
21269,FUN_034082,gene,no,regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]
21270,FUN_033693,gene,no,autophagosome assembly [GO:0000045]
21271,FUN_033693,gene,no,autophagy of mitochondrion [GO:0000422]
21272,FUN_033693,gene,no,autophagy of nucleus [GO:0044804]
21273,FUN_033693,gene,no,cellular response to starvation [GO:0009267]
21274,FUN_033693,gene,no,protein lipidation [GO:0006497]
21275,FUN_033693,gene,no,protein localization to phagophore assembly site [GO:0034497]
21276,FUN_034260,gene,no,apoptotic process [GO:0006915]
21277,FUN_034260,gene,no,cellular response to DNA damage stimulus [GO:0006974]
21278,FUN_034260,gene,no,peptidyl-serine phosphorylation [GO:0018105]
21279,FUN_034321,gene,no,
21280,FUN_034420,gene,no,bicarbonate transport [GO:0015701]
21281,FUN_034420,gene,no,ion homeostasis [GO:0050801]
21282,FUN_034420,gene,no,positive regulation of glycolytic process [GO:0045821]
21283,FUN_034420,gene,no,regulation of intracellular pH [GO:0051453]
21284,FUN_034420,gene,no,regulation of membrane potential [GO:0042391]
21285,FUN_034420,gene,no,sodium ion export across plasma membrane [GO:0036376]
21286,FUN_034420,gene,no,sodium ion transmembrane transport [GO:0035725]
21287,FUN_034420,gene,no,sodium ion transport [GO:0006814]
21288,FUN_034420,gene,no,transmembrane transport [GO:0055085]
21289,FUN_034420,gene,no,transport across blood-brain barrier [GO:0150104]
21290,FUN_034867,gene,no,positive regulation of transforming growth factor beta1 activation [GO:1901394]
21291,FUN_034867,gene,no,proteolysis [GO:0006508]
21292,FUN_035654,gene,no,negative regulation of transcription by RNA polymerase III [GO:0016480]
21293,FUN_035701,gene,no,biosynthetic process [GO:0009058]
21294,FUN_035701,gene,no,cellular response to hypoxia [GO:0071456]
21295,FUN_035701,gene,no,L-alanine catabolic process, by transamination [GO:0019481]
21296,FUN_035701,gene,no,response to cadmium ion [GO:0046686]
21297,FUN_035701,gene,no,response to hypoxia [GO:0001666]
21298,FUN_036011,gene,no,cellular response to interferon-beta [GO:0035458]
21299,FUN_036011,gene,no,defense response [GO:0006952]
21300,FUN_036095,gene,no,endocytic recycling [GO:0032456]
21301,FUN_036095,gene,no,intracellular protein transport [GO:0006886]
21302,FUN_036095,gene,no,mitochondrial fragmentation involved in apoptotic process [GO:0043653]
21303,FUN_036095,gene,no,mitochondrion to lysosome transport [GO:0099074]
21304,FUN_036095,gene,no,negative regulation of inflammatory response [GO:0050728]
21305,FUN_036095,gene,no,negative regulation of late endosome to lysosome transport [GO:1902823]
21306,FUN_036095,gene,no,negative regulation of neuron death [GO:1901215]
21307,FUN_036095,gene,no,neurotransmitter receptor transport, endosome to plasma membrane [GO:0099639]
21308,FUN_036095,gene,no,positive regulation of dopamine receptor signaling pathway [GO:0060161]
21309,FUN_036095,gene,no,positive regulation of gene expression [GO:0010628]
21310,FUN_036095,gene,no,positive regulation of mitochondrial fission [GO:0090141]
21311,FUN_036095,gene,no,positive regulation of protein catabolic process [GO:0045732]
21312,FUN_036095,gene,no,protein localization to endosome [GO:0036010]
21313,FUN_036095,gene,no,regulation of dendritic spine maintenance [GO:1902950]
21314,FUN_036095,gene,no,regulation of protein stability [GO:0031647]
21315,FUN_036095,gene,no,regulation of terminal button organization [GO:2000331]
21316,FUN_036095,gene,no,retrograde transport, endosome to Golgi [GO:0042147]
21317,FUN_036095,gene,no,transcytosis [GO:0045056]
21318,FUN_036145,gene,no,microtubule cytoskeleton organization [GO:0000226]
21319,FUN_036145,gene,no,mitotic cell cycle [GO:0000278]
21320,FUN_036145,gene,no,negative regulation of microtubule polymerization [GO:0031115]
21321,FUN_036519,gene,no,
21322,FUN_036529,gene,no,
21323,FUN_034803,gene,no,ceramide biosynthetic process [GO:0046513]
21324,FUN_034803,gene,no,establishment of skin barrier [GO:0061436]
21325,FUN_034803,gene,no,fatty acid biosynthetic process [GO:0006633]
21326,FUN_034803,gene,no,galactosylceramide biosynthetic process [GO:0006682]
21327,FUN_034803,gene,no,glucosylceramide biosynthetic process [GO:0006679]
21328,FUN_034803,gene,no,plasma membrane raft organization [GO:0044857]
21329,FUN_035064,gene,no,DNA recombination [GO:0006310]
21330,FUN_035064,gene,no,nucleic acid phosphodiester bond hydrolysis [GO:0090305]
21331,FUN_035064,gene,no,reverse transcription involved in RNA-mediated transposition [GO:0032199]
21332,FUN_035064,gene,no,transposition, RNA-mediated [GO:0032197]
21333,FUN_034810,gene,no,ethylene-activated signaling pathway [GO:0009873]
21334,FUN_034810,gene,no,histone H3-K9 acetylation [GO:0043970]
21335,FUN_035088,gene,no,cation transport [GO:0006812]
21336,FUN_035088,gene,no,cellular response to mechanical stimulus [GO:0071260]
21337,FUN_035088,gene,no,detection of mechanical stimulus [GO:0050982]
21338,FUN_035088,gene,no,detection of mechanical stimulus involved in sensory perception [GO:0050974]
21339,FUN_035088,gene,no,regulation of membrane potential [GO:0042391]
21340,FUN_035088,gene,no,response to mechanical stimulus [GO:0009612]
21341,FUN_034815,gene,no,DNA integration [GO:0015074]
21342,FUN_034815,gene,no,proteolysis [GO:0006508]
21343,FUN_035217,gene,no,Golgi to vacuole transport [GO:0006896]
21344,FUN_035217,gene,no,intracellular protein transport [GO:0006886]
21345,FUN_035222,gene,no,protein phosphorylation [GO:0006468]
21346,FUN_035340,gene,no,glycogen metabolic process [GO:0005977]
21347,FUN_035340,gene,no,regulation of glycogen catabolic process [GO:0005981]
21348,FUN_034840,gene,no,carbohydrate phosphorylation [GO:0046835]
21349,FUN_034840,gene,no,GDP-L-fucose salvage [GO:0042352]
21350,FUN_034840,gene,no,response to dopamine [GO:1903350]
21351,FUN_035355,gene,no,DNA recombination [GO:0006310]
21352,FUN_035355,gene,no,DNA synthesis involved in DNA repair [GO:0000731]
21353,FUN_035355,gene,no,DNA-templated DNA replication [GO:0006261]
21354,FUN_035413,gene,no,epithelial cell-cell adhesion [GO:0090136]
21355,FUN_035413,gene,no,Golgi organization [GO:0007030]
21356,FUN_035413,gene,no,microtubule-based movement [GO:0007018]
21357,FUN_035413,gene,no,microtubule-based process [GO:0007017]
21358,FUN_035413,gene,no,visual perception [GO:0007601]
21359,FUN_035413,gene,no,zonula adherens maintenance [GO:0045218]
21360,FUN_035553,gene,no,cilium assembly [GO:0060271]
21361,FUN_035553,gene,no,cilium movement [GO:0003341]
21362,FUN_035553,gene,no,determination of left/right symmetry [GO:0007368]
21363,FUN_035553,gene,no,epithelial cilium movement involved in extracellular fluid movement [GO:0003351]
21364,FUN_035553,gene,no,establishment of localization in cell [GO:0051649]
21365,FUN_035553,gene,no,flagellated sperm motility [GO:0030317]
21366,FUN_035553,gene,no,heart development [GO:0007507]
21367,FUN_035553,gene,no,lateral ventricle development [GO:0021670]
21368,FUN_035553,gene,no,microtubule-based movement [GO:0007018]
21369,FUN_035553,gene,no,outer dynein arm assembly [GO:0036158]
21370,FUN_037439,gene,no,cell migration [GO:0016477]
21371,FUN_037439,gene,no,epithelial cell migration [GO:0010631]
21372,FUN_037439,gene,no,mammary gland development [GO:0030879]
21373,FUN_037439,gene,no,positive regulation of epithelial cell migration [GO:0010634]
21374,FUN_037439,gene,no,positive regulation of mesenchymal cell proliferation [GO:0002053]
21375,FUN_037439,gene,no,regulation of cell size [GO:0008361]
21376,FUN_037439,gene,no,Rho protein signal transduction [GO:0007266]
21377,FUN_037492,gene,no,hippo signaling [GO:0035329]
21378,FUN_037492,gene,no,positive regulation of protein phosphorylation [GO:0001934]
21379,FUN_037492,gene,no,regulation of protein autophosphorylation [GO:0031952]
21380,FUN_037492,gene,no,signal transduction [GO:0007165]
21381,FUN_037494,gene,no,intracellular signal transduction [GO:0035556]
21382,FUN_037494,gene,no,positive regulation of amyloid-beta formation [GO:1902004]
21383,FUN_037494,gene,no,proteolysis [GO:0006508]
21384,FUN_037494,gene,no,regulation of protein stability [GO:0031647]
21385,FUN_037496,gene,no,angiogenesis [GO:0001525]
21386,FUN_037496,gene,no,anterior/posterior pattern specification [GO:0009952]
21387,FUN_037496,gene,no,atrioventricular node cell development [GO:0060928]
21388,FUN_037496,gene,no,atrioventricular valve development [GO:0003171]
21389,FUN_037496,gene,no,BMP signaling pathway [GO:0030509]
21390,FUN_037496,gene,no,BMP signaling pathway involved in heart development [GO:0061312]
21391,FUN_037496,gene,no,cardiac conduction system development [GO:0003161]
21392,FUN_037496,gene,no,cardiac right ventricle morphogenesis [GO:0003215]
21393,FUN_037496,gene,no,cartilage development [GO:0051216]
21394,FUN_037496,gene,no,cell differentiation [GO:0030154]
21395,FUN_037496,gene,no,cellular response to BMP stimulus [GO:0071773]
21396,FUN_037496,gene,no,cellular response to growth factor stimulus [GO:0071363]
21397,FUN_037496,gene,no,central nervous system neuron differentiation [GO:0021953]
21398,FUN_037496,gene,no,chondrocyte differentiation [GO:0002062]
21399,FUN_037496,gene,no,developmental growth [GO:0048589]
21400,FUN_037496,gene,no,dorsal aorta morphogenesis [GO:0035912]
21401,FUN_037496,gene,no,dorsal/ventral axis specification [GO:0009950]
21402,FUN_037496,gene,no,dorsal/ventral pattern formation [GO:0009953]
21403,FUN_037496,gene,no,ectoderm development [GO:0007398]
21404,FUN_037496,gene,no,embryonic digit morphogenesis [GO:0042733]
21405,FUN_037496,gene,no,embryonic morphogenesis [GO:0048598]
21406,FUN_037496,gene,no,embryonic organ development [GO:0048568]
21407,FUN_037496,gene,no,endocardial cushion formation [GO:0003272]
21408,FUN_037496,gene,no,endocardial cushion morphogenesis [GO:0003203]
21409,FUN_037496,gene,no,endoderm development [GO:0007492]
21410,FUN_037496,gene,no,epithelial cell proliferation [GO:0050673]
21411,FUN_037496,gene,no,fibrous ring of heart morphogenesis [GO:1905285]
21412,FUN_037496,gene,no,heart development [GO:0007507]
21413,FUN_037496,gene,no,heart formation [GO:0060914]
21414,FUN_037496,gene,no,heart morphogenesis [GO:0003007]
21415,FUN_037496,gene,no,hindlimb morphogenesis [GO:0035137]
21416,FUN_037496,gene,no,immune response [GO:0006955]
21417,FUN_037496,gene,no,in utero embryonic development [GO:0001701]
21418,FUN_037496,gene,no,lateral mesoderm development [GO:0048368]
21419,FUN_037496,gene,no,lung development [GO:0030324]
21420,FUN_037496,gene,no,mesendoderm development [GO:0048382]
21421,FUN_037496,gene,no,mesoderm formation [GO:0001707]
21422,FUN_037496,gene,no,mitral valve morphogenesis [GO:0003183]
21423,FUN_037496,gene,no,Mullerian duct regression [GO:0001880]
21424,FUN_037496,gene,no,negative regulation of gene expression [GO:0010629]
21425,FUN_037496,gene,no,negative regulation of muscle cell differentiation [GO:0051148]
21426,FUN_037496,gene,no,negative regulation of neurogenesis [GO:0050768]
21427,FUN_037496,gene,no,negative regulation of smooth muscle cell migration [GO:0014912]
21428,FUN_037496,gene,no,nervous system development [GO:0007399]
21429,FUN_037496,gene,no,neural crest cell development [GO:0014032]
21430,FUN_037496,gene,no,neural plate mediolateral regionalization [GO:0021998]
21431,FUN_037496,gene,no,neural plate pattern specification [GO:0060896]
21432,FUN_037496,gene,no,odontogenesis of dentin-containing tooth [GO:0042475]
21433,FUN_037496,gene,no,osteoblast differentiation [GO:0001649]
21434,FUN_037496,gene,no,outflow tract morphogenesis [GO:0003151]
21435,FUN_037496,gene,no,outflow tract septum morphogenesis [GO:0003148]
21436,FUN_037496,gene,no,paraxial mesoderm development [GO:0048339]
21437,FUN_037496,gene,no,paraxial mesoderm structural organization [GO:0048352]
21438,FUN_037496,gene,no,pattern specification process [GO:0007389]
21439,FUN_037496,gene,no,pharyngeal arch artery morphogenesis [GO:0061626]
21440,FUN_037496,gene,no,pituitary gland development [GO:0021983]
21441,FUN_037496,gene,no,positive regulation of bone mineralization [GO:0030501]
21442,FUN_037496,gene,no,positive regulation of cardiac muscle cell proliferation [GO:0060045]
21443,FUN_037496,gene,no,positive regulation of cardiac ventricle development [GO:1904414]
21444,FUN_037496,gene,no,positive regulation of epithelial cell proliferation [GO:0050679]
21445,FUN_037496,gene,no,positive regulation of gene expression [GO:0010628]
21446,FUN_037496,gene,no,positive regulation of mesenchymal cell proliferation [GO:0002053]
21447,FUN_037496,gene,no,positive regulation of miRNA transcription [GO:1902895]
21448,FUN_037496,gene,no,positive regulation of osteoblast differentiation [GO:0045669]
21449,FUN_037496,gene,no,positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]
21450,FUN_037496,gene,no,positive regulation of SMAD protein signal transduction [GO:0060391]
21451,FUN_037496,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
21452,FUN_037496,gene,no,positive regulation of transforming growth factor beta2 production [GO:0032915]
21453,FUN_037496,gene,no,positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]
21454,FUN_037496,gene,no,protein phosphorylation [GO:0006468]
21455,FUN_037496,gene,no,regulation of cardiac muscle cell proliferation [GO:0060043]
21456,FUN_037496,gene,no,regulation of cellular senescence [GO:2000772]
21457,FUN_037496,gene,no,regulation of lateral mesodermal cell fate specification [GO:0048378]
21458,FUN_037496,gene,no,roof of mouth development [GO:0060021]
21459,FUN_037496,gene,no,somatic stem cell population maintenance [GO:0035019]
21460,FUN_037496,gene,no,somitogenesis [GO:0001756]
21461,FUN_037496,gene,no,stem cell population maintenance [GO:0019827]
21462,FUN_037496,gene,no,tricuspid valve morphogenesis [GO:0003186]
21463,FUN_037496,gene,no,ventricular compact myocardium morphogenesis [GO:0003223]
21464,FUN_037496,gene,no,ventricular septum morphogenesis [GO:0060412]
21465,FUN_037496,gene,no,ventricular trabecula myocardium morphogenesis [GO:0003222]
21466,FUN_037517,gene,no,cellular response to heat [GO:0034605]
21467,FUN_037517,gene,no,protein import into nucleus [GO:0006606]
21468,FUN_037517,gene,no,protein transport [GO:0015031]
21469,FUN_037556,gene,no,memory [GO:0007613]
21470,FUN_037556,gene,no,potassium ion transmembrane transport [GO:0071805]
21471,FUN_037556,gene,no,regulation of ion transmembrane transport [GO:0034765]
21472,FUN_037556,gene,no,signal transduction [GO:0007165]
21473,FUN_037556,gene,no,stabilization of membrane potential [GO:0030322]
21474,FUN_037695,gene,no,hyaloid vascular plexus regression [GO:1990384]
21475,FUN_037695,gene,no,optokinetic behavior [GO:0007634]
21476,FUN_037695,gene,no,phototransduction [GO:0007602]
21477,FUN_037695,gene,no,regulation of circadian rhythm [GO:0042752]
21478,FUN_037695,gene,no,rhythmic process [GO:0048511]
21479,FUN_037695,gene,no,visual perception [GO:0007601]
21480,FUN_037746,gene,no,cell adhesion [GO:0007155]
21481,FUN_037796,gene,no,cilium assembly [GO:0060271]
21482,FUN_037796,gene,no,determination of left/right symmetry [GO:0007368]
21483,FUN_037796,gene,no,gastrulation [GO:0007369]
21484,FUN_037796,gene,no,intracellular transport [GO:0046907]
21485,FUN_037796,gene,no,Kupffer's vesicle development [GO:0070121]
21486,FUN_037796,gene,no,melanosome transport [GO:0032402]
21487,FUN_037796,gene,no,non-motile cilium assembly [GO:1905515]
21488,FUN_037796,gene,no,pigment granule aggregation in cell center [GO:0051877]
21489,FUN_036756,gene,no,
21490,FUN_036892,gene,no,
21491,FUN_036905,gene,no,bile acid and bile salt transport [GO:0015721]
21492,FUN_036905,gene,no,cAMP transport [GO:0070730]
21493,FUN_036905,gene,no,cilium assembly [GO:0060271]
21494,FUN_036905,gene,no,export across plasma membrane [GO:0140115]
21495,FUN_036905,gene,no,leukotriene transport [GO:0071716]
21496,FUN_036905,gene,no,platelet degranulation [GO:0002576]
21497,FUN_036905,gene,no,prostaglandin secretion [GO:0032310]
21498,FUN_036905,gene,no,prostaglandin transport [GO:0015732]
21499,FUN_036905,gene,no,transmembrane transport [GO:0055085]
21500,FUN_036905,gene,no,transport across blood-brain barrier [GO:0150104]
21501,FUN_036905,gene,no,urate transport [GO:0015747]
21502,FUN_036905,gene,no,xenobiotic metabolic process [GO:0006805]
21503,FUN_036905,gene,no,xenobiotic transmembrane transport [GO:0006855]
21504,FUN_036941,gene,no,dipeptide import across plasma membrane [GO:0140206]
21505,FUN_036941,gene,no,histidine transport [GO:0015817]
21506,FUN_036941,gene,no,innate immune response [GO:0045087]
21507,FUN_036941,gene,no,L-histidine transmembrane export from vacuole [GO:0089708]
21508,FUN_036941,gene,no,mast cell homeostasis [GO:0033023]
21509,FUN_036941,gene,no,peptidoglycan transport [GO:0015835]
21510,FUN_036941,gene,no,positive regulation of innate immune response [GO:0045089]
21511,FUN_036941,gene,no,positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]
21512,FUN_036941,gene,no,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]
21513,FUN_036941,gene,no,positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]
21514,FUN_036941,gene,no,positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]
21515,FUN_036941,gene,no,positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]
21516,FUN_036941,gene,no,protein transport [GO:0015031]
21517,FUN_036941,gene,no,regulation of isotype switching to IgG isotypes [GO:0048302]
21518,FUN_036941,gene,no,regulation of nucleotide-binding oligomerization domain containing signaling pathway [GO:0070424]
21519,FUN_036941,gene,no,transmembrane transport [GO:0055085]
21520,FUN_036966,gene,no,dipeptide import across plasma membrane [GO:0140206]
21521,FUN_036966,gene,no,innate immune response [GO:0045087]
21522,FUN_036966,gene,no,mast cell homeostasis [GO:0033023]
21523,FUN_036966,gene,no,peptidoglycan transport [GO:0015835]
21524,FUN_036966,gene,no,positive regulation of innate immune response [GO:0045089]
21525,FUN_036966,gene,no,positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]
21526,FUN_036966,gene,no,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]
21527,FUN_036966,gene,no,positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]
21528,FUN_036966,gene,no,positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]
21529,FUN_036966,gene,no,positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]
21530,FUN_036966,gene,no,protein transport [GO:0015031]
21531,FUN_036966,gene,no,regulation of isotype switching to IgG isotypes [GO:0048302]
21532,FUN_036966,gene,no,regulation of nucleotide-binding oligomerization domain containing signaling pathway [GO:0070424]
21533,FUN_037089,gene,no,antiviral innate immune response [GO:0140374]
21534,FUN_037089,gene,no,lysosomal protein catabolic process [GO:1905146]
21535,FUN_037103,gene,no,cilium assembly [GO:0060271]
21536,FUN_037103,gene,no,convergent extension [GO:0060026]
21537,FUN_037103,gene,no,determination of left/right symmetry [GO:0007368]
21538,FUN_037103,gene,no,heart jogging [GO:0003146]
21539,FUN_037103,gene,no,kidney development [GO:0001822]
21540,FUN_037103,gene,no,Kupffer's vesicle development [GO:0070121]
21541,FUN_037103,gene,no,left/right pattern formation [GO:0060972]
21542,FUN_037103,gene,no,pronephros development [GO:0048793]
21543,FUN_037103,gene,no,visual perception [GO:0007601]
21544,FUN_037103,gene,no,Wnt signaling pathway [GO:0016055]
21545,FUN_037137,gene,no,atrial septum development [GO:0003283]
21546,FUN_037137,gene,no,cilium assembly [GO:0060271]
21547,FUN_037137,gene,no,convergent extension [GO:0060026]
21548,FUN_037137,gene,no,convergent extension involved in gastrulation [GO:0060027]
21549,FUN_037137,gene,no,determination of intestine left/right asymmetry [GO:0071908]
21550,FUN_037137,gene,no,determination of left/right symmetry [GO:0007368]
21551,FUN_037137,gene,no,determination of liver left/right asymmetry [GO:0071910]
21552,FUN_037137,gene,no,determination of pancreatic left/right asymmetry [GO:0035469]
21553,FUN_037137,gene,no,determination of stomach left/right asymmetry [GO:0071909]
21554,FUN_037137,gene,no,epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]
21555,FUN_037137,gene,no,establishment or maintenance of cell polarity [GO:0007163]
21556,FUN_037137,gene,no,extracellular matrix organization [GO:0030198]
21557,FUN_037137,gene,no,heart looping [GO:0001947]
21558,FUN_037137,gene,no,kidney development [GO:0001822]
21559,FUN_037137,gene,no,kidney morphogenesis [GO:0060993]
21560,FUN_037137,gene,no,lipid metabolic process [GO:0006629]
21561,FUN_037137,gene,no,lung development [GO:0030324]
21562,FUN_037137,gene,no,maintenance of animal organ identity [GO:0048496]
21563,FUN_037137,gene,no,negative regulation of canonical Wnt signaling pathway [GO:0090090]
21564,FUN_037137,gene,no,non-motile cilium assembly [GO:1905515]
21565,FUN_037137,gene,no,photoreceptor cell maintenance [GO:0045494]
21566,FUN_037137,gene,no,positive regulation of protein binding [GO:0032092]
21567,FUN_037137,gene,no,regulation of planar cell polarity pathway involved in neural tube closure [GO:2000167]
21568,FUN_037137,gene,no,regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]
21569,FUN_037137,gene,no,ureter development [GO:0072189]
21570,FUN_037137,gene,no,Wnt signaling pathway [GO:0016055]
21571,FUN_037156,gene,no,atrial septum development [GO:0003283]
21572,FUN_037156,gene,no,cilium assembly [GO:0060271]
21573,FUN_037156,gene,no,convergent extension [GO:0060026]
21574,FUN_037156,gene,no,convergent extension involved in gastrulation [GO:0060027]
21575,FUN_037156,gene,no,determination of intestine left/right asymmetry [GO:0071908]
21576,FUN_037156,gene,no,determination of left/right symmetry [GO:0007368]
21577,FUN_037156,gene,no,determination of liver left/right asymmetry [GO:0071910]
21578,FUN_037156,gene,no,determination of pancreatic left/right asymmetry [GO:0035469]
21579,FUN_037156,gene,no,determination of stomach left/right asymmetry [GO:0071909]
21580,FUN_037156,gene,no,establishment or maintenance of cell polarity [GO:0007163]
21581,FUN_037156,gene,no,extracellular matrix organization [GO:0030198]
21582,FUN_037156,gene,no,heart looping [GO:0001947]
21583,FUN_037156,gene,no,kidney development [GO:0001822]
